Dataset,Model,Loss,F1-Score,ROC_AUC,PR_AUC,Accuracy,Precision,Recall
german_credit,xgboost_gblinear,class_balanced_ce,0.617801047,0.798412698,0.641687721,0.756666667,0.584158416,0.655555556
german_credit,xgboost_gblinear,weighted_ce_inv,0.613953488,0.789417989,0.632624954,0.723333333,0.528,0.733333333
german_credit,xgboost_gblinear,power_scaled_adaptive_ce,0.609137056,0.796772487,0.646201146,0.743333333,0.560747664,0.666666667
german_credit,xgboost_gblinear,rho_power_scaled_adaptive_ce,0.608247423,0.795978836,0.643285737,0.746666667,0.567307692,0.655555556
german_credit,xgboost_gblinear,focal_loss,0.602040816,0.794973545,0.63792619,0.74,0.556603774,0.655555556
german_credit,xgboost_gblinear,adaptive_ce,0.594285714,0.793015873,0.64110924,0.763333333,0.611764706,0.577777778
german_credit,xgboost_gblinear,standard_ce,0.585365854,0.796984127,0.639124424,0.773333333,0.648648649,0.533333333
glass,xgboost_gblinear,class_balanced_ce,0.731476215,0.917771534,0.735519604,0.707692308,0.697895623,0.779917184
glass,xgboost_gblinear,focal_loss,0.716931217,0.916480115,0.710361716,0.661538462,0.696693122,0.797699563
glass,xgboost_gblinear,weighted_ce_inv_sqrt,0.7058895,0.917847449,0.734113158,0.692307692,0.671212121,0.773360939
glass,xgboost_gblinear,rho_power_scaled_adaptive_ce,0.700288917,0.917102578,0.737622327,0.661538462,0.670881896,0.783574879
glass,xgboost_gblinear,power_scaled_inv_ce,0.699322473,0.916977151,0.73754883,0.661538462,0.672649573,0.783574879
glass,xgboost_gblinear,rho_power_scaled_inv_ce,0.689734139,0.918004453,0.739114599,0.646153846,0.663888889,0.776328502
glass,xgboost_gblinear,power_scaled_adaptive_ce,0.687667367,0.913103738,0.725174529,0.661538462,0.657539683,0.758178054
glass,xgboost_gblinear,adaptive_ce,0.675953168,0.914517372,0.709038511,0.707692308,0.637807018,0.728433402
glass,xgboost_gblinear,standard_ce,0.658500115,0.910719766,0.727790391,0.692307692,0.655177134,0.675494594
glass,xgboost_gblinear,weighted_ce_inv,0.640416382,0.912902361,0.703284633,0.584615385,0.626634294,0.746652864
page_blocks,xgboost_gblinear,rho_power_scaled_inv_ce,0.833034669,0.98207043,0.882480446,0.951887942,0.771948145,0.912596723
page_blocks,xgboost_gblinear,standard_ce,0.829189133,0.981143006,0.88564409,0.96589525,0.8792267,0.788452302
page_blocks,xgboost_gblinear,power_scaled_adaptive_ce,0.829168522,0.982347382,0.882715141,0.956151035,0.790571897,0.875472032
page_blocks,xgboost_gblinear,adaptive_ce,0.815251274,0.982001254,0.891857314,0.961632156,0.829486598,0.802522246
page_blocks,xgboost_gblinear,power_scaled_inv_ce,0.813954106,0.9819543,0.87491992,0.947624848,0.752128891,0.898436754
page_blocks,xgboost_gblinear,focal_loss,0.7953789,0.97505956,0.861325631,0.948233861,0.737102263,0.885380822
page_blocks,xgboost_gblinear,class_balanced_ce,0.840088644,0.982340922,0.887972019,0.959805116,0.804084378,0.88795884
page_blocks,xgboost_gblinear,weighted_ce_inv,0.022745549,0.5,0.2,0.060292326,0.012058465,0.2
page_blocks,xgboost_gblinear,weighted_ce_inv_sqrt,0.823538064,0.982131375,0.879276504,0.952496955,0.774723905,0.885983577
page_blocks,xgboost_gblinear,rho_power_scaled_adaptive_ce,0.830588092,0.982420215,0.880992953,0.951278928,0.770278168,0.908692005
secom,xgboost_gblinear,weighted_ce_inv,0.254545455,0.727859238,0.163353332,0.738853503,0.156716418,0.677419355
secom,xgboost_gblinear,power_scaled_inv_ce,0.205128205,0.722214076,0.154133069,0.86836518,0.170212766,0.258064516
secom,xgboost_gblinear,rho_power_scaled_inv_ce,0.203389831,0.75058651,0.172195198,0.900212314,0.214285714,0.193548387
secom,xgboost_gblinear,adaptive_ce,0.196721311,0.752346041,0.173039755,0.89596603,0.2,0.193548387
secom,xgboost_gblinear,class_balanced_ce,0.191780822,0.741055718,0.165806215,0.874734607,0.166666667,0.225806452
secom,xgboost_gblinear,power_scaled_adaptive_ce,0.181818182,0.685630499,0.135865067,0.904458599,0.208333333,0.161290323
secom,xgboost_gblinear,standard_ce,0.166666667,0.694134897,0.139769895,0.91507431,0.235294118,0.129032258
secom,xgboost_gblinear,focal_loss,0.133333333,0.707111437,0.142891369,0.917197452,0.214285714,0.096774194
secom,xgboost_gblinear,rho_power_scaled_adaptive_ce,0.130434783,0.790909091,0.199786169,0.91507431,0.2,0.096774194
secom,xgboost_gblinear,weighted_ce_inv_sqrt,0.125,0.728958944,0.166927374,0.910828025,0.176470588,0.096774194
steel_faults,xgboost_gblinear,adaptive_ce,0.71008604,0.928776722,0.727709342,0.716981132,0.688422905,0.739259646
steel_faults,xgboost_gblinear,class_balanced_ce,0.706014826,0.92758583,0.724681214,0.711835334,0.690334745,0.725441685
steel_faults,xgboost_gblinear,standard_ce,0.704177031,0.927997947,0.725556405,0.7135506,0.694921101,0.717127123
steel_faults,xgboost_gblinear,rho_power_scaled_adaptive_ce,0.700067775,0.924538595,0.722488861,0.698113208,0.676052955,0.736411084
steel_faults,xgboost_gblinear,power_scaled_inv_ce,0.697102338,0.92792063,0.730666031,0.701543739,0.672950246,0.736214235
steel_faults,xgboost_gblinear,power_scaled_adaptive_ce,0.695811474,0.927936836,0.726221538,0.703259005,0.67038898,0.736448025
steel_faults,xgboost_gblinear,weighted_ce_inv_sqrt,0.69138265,0.927724775,0.728759002,0.689536878,0.663275487,0.745443001
steel_faults,xgboost_gblinear,rho_power_scaled_inv_ce,0.679023414,0.927334416,0.721247113,0.675814751,0.654247866,0.731177116
steel_faults,xgboost_gblinear,focal_loss,0.665310297,0.920549415,0.710237125,0.667238422,0.639225807,0.726756014
steel_faults,xgboost_gblinear,weighted_ce_inv,0.637721076,0.923004424,0.717567876,0.639794168,0.610968679,0.737294555
telco_churn,xgboost_gblinear,rho_power_scaled_inv_ce,0.629382304,0.831825877,0.625368972,0.78987222,0.591836735,0.67201426
telco_churn,xgboost_gblinear,class_balanced_ce,0.628909552,0.835158935,0.628244735,0.792238523,0.59807074,0.663101604
telco_churn,xgboost_gblinear,rho_power_scaled_adaptive_ce,0.628003314,0.831120675,0.623924386,0.787505916,0.586687307,0.675579323
telco_churn,xgboost_gblinear,adaptive_ce,0.627749577,0.835840018,0.62817547,0.791765263,0.59742351,0.661319073
telco_churn,xgboost_gblinear,power_scaled_adaptive_ce,0.627062706,0.84354556,0.640481242,0.786086133,0.583717358,0.677361854
telco_churn,xgboost_gblinear,focal_loss,0.623355263,0.842761683,0.641941411,0.783246569,0.578625954,0.675579323
telco_churn,xgboost_gblinear,weighted_ce_inv,0.622996516,0.844513778,0.642663952,0.743965925,0.511441648,0.796791444
telco_churn,xgboost_gblinear,power_scaled_inv_ce,0.622656887,0.842109888,0.637378776,0.780880265,0.573573574,0.680926916
telco_churn,xgboost_gblinear,weighted_ce_inv_sqrt,0.622258327,0.84261467,0.642284689,0.779933743,0.571641791,0.682709447
telco_churn,xgboost_gblinear,standard_ce,0.609874153,0.844725109,0.642447587,0.809275911,0.667372881,0.561497326
yeast,xgboost_gblinear,standard_ce,0.569073562,0.854650893,0.596138914,0.571748879,0.583873897,0.559789596
yeast,xgboost_gblinear,power_scaled_inv_ce,0.567138992,0.853117373,0.594740981,0.562780269,0.563472375,0.575402695
yeast,xgboost_gblinear,class_balanced_ce,0.544778031,0.85457677,0.596525053,0.567264574,0.535436889,0.565365585
yeast,xgboost_gblinear,adaptive_ce,0.543521112,0.857532498,0.596014883,0.571748879,0.529818686,0.570097656
yeast,xgboost_gblinear,rho_power_scaled_adaptive_ce,0.523330852,0.855385567,0.594191765,0.551569507,0.501259717,0.558727654
yeast,xgboost_gblinear,rho_power_scaled_inv_ce,0.522454986,0.853448039,0.592287238,0.542600897,0.498936234,0.557898071
yeast,xgboost_gblinear,power_scaled_adaptive_ce,0.521403152,0.854797258,0.593655446,0.551569507,0.498669382,0.565011234
yeast,xgboost_gblinear,weighted_ce_inv_sqrt,0.52115798,0.853602932,0.59316482,0.542600897,0.499343077,0.556074755
yeast,xgboost_gblinear,focal_loss,0.4687815,0.836569317,0.499680168,0.497757848,0.451115936,0.561077578
yeast,xgboost_gblinear,weighted_ce_inv,0.443862199,0.8422657,0.521925369,0.461883408,0.420757066,0.559382155
